NONE,BrkFace,TA,TA,Av,ALQ,LwQ,Po,Attchd,RFn,TA,TA,NONE,MnPrv,Shed,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Ex,Normal,IR1,Mod,TA,Y,CompShg,Y,HdBoard,2Story,1Fam,TA,Mitchel,RL,HdBoard,CBlock,Lvl,Norm,Min2,SBrkr,60.0,69.0,11075.0,5.0,4.0,232.0,562.0,193.0,29.0,784.0,1168.0,800.0,0.0,1968.0,0.0,1.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,530.0,305.0,189.0,0.0,0.0,0.0,0.0,400.0,9.0,2008.0,39.0,39.0,39.0
NONE,NONE,Ex,Gd,Mn,LwQ,ALQ,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Fa,Normal,IR1,Gtl,TA,Y,CompShg,Y,Wd Sdng,1Story,1Fam,TA,Edwards,RL,Wd Sdng,PConc,Lvl,Norm,Typ,FuseA,20.0,57.0,6420.0,5.0,7.0,0.0,210.0,551.0,219.0,980.0,1148.0,0.0,0.0,1148.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,0.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,54.0,54.0,54.0
NONE,NONE,TA,TA,No,Rec,BLQ,Po,Detchd,Unf,TA,TA,NONE,GdWo,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Gd,Normal,IR1,Gtl,TA,Y,CompShg,Y,MetalSd,1Story,1Fam,TA,Sawyer,RL,MetalSd,CBlock,Lvl,Norm,Typ,SBrkr,20.0,60.0,8281.0,5.0,5.0,0.0,553.0,311.0,0.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1.0,360.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,12.0,2009.0,44.0,44.0,44.0
NONE,NONE,TA,TA,No,ALQ,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Corner,WD,TA,AllPub,Gable,Norm,Ex,Normal,IR1,Gtl,Gd,Y,CompShg,Y,HdBoard,1Story,1Fam,TA,Sawyer,RL,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,20.0,69.0,6897.0,5.0,8.0,0.0,659.0,0.0,381.0,1040.0,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1.0,260.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,48.0,0.0,48.0
NONE,NONE,Gd,TA,Av,ALQ,Unf,TA,Attchd,RFn,TA,TA,NONE,NONE,NONE,GasA,Pave,Corner,WD,TA,AllPub,Gable,Norm,TA,Normal,IR1,Gtl,TA,Y,CompShg,Y,HdBoard,SLvl,1Fam,TA,Mitchel,RL,HdBoard,PConc,Lvl,Norm,Typ,SBrkr,80.0,69.0,11333.0,6.0,5.0,0.0,539.0,0.0,490.0,1029.0,1062.0,0.0,0.0,1062.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,2.0,2.0,539.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,31.0,31.0,31.0
NONE,NONE,TA,TA,No,BLQ,Unf,Gd,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,IR1,Gtl,Fa,Y,CompShg,Y,Stucco,1Story,1Fam,TA,BrkSide,RL,Stucco,BrkTil,Lvl,Norm,Maj1,SBrkr,30.0,98.0,8731.0,5.0,5.0,0.0,645.0,0.0,270.0,915.0,1167.0,0.0,0.0,1167.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,2.0,495.0,0.0,0.0,216.0,0.0,126.0,0.0,0.0,5.0,2007.0,87.0,57.0,35.0
NONE,BrkFace,TA,TA,Av,BLQ,Rec,NONE,BuiltIn,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Hip,Norm,Ex,Abnorml,IR1,Gtl,TA,Y,CompShg,Y,ImStucc,SLvl,1Fam,Gd,ClearCr,RL,Wd Sdng,CBlock,Lvl,Norm,Min2,FuseF,80.0,92.0,6930.0,5.0,4.0,120.0,300.0,294.0,468.0,1062.0,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,0.0,1.0,288.0,168.0,0.0,294.0,0.0,0.0,0.0,0.0,7.0,2006.0,48.0,48.0,48.0
Pave,NONE,Gd,TA,No,GLQ,Unf,NONE,Attchd,RFn,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,Gd,AllPub,Gable,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,VinylSd,1Story,1Fam,Gd,Somerst,FV,VinylSd,PConc,Lvl,Norm,Typ,SBrkr,20.0,62.0,7500.0,7.0,5.0,0.0,410.0,0.0,811.0,1221.0,1221.0,0.0,0.0,1221.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2.0,400.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,5.0,4.0,5.0
Grvl,NONE,TA,TA,No,Unf,Unf,NONE,Detchd,Unf,TA,TA,NONE,MnPrv,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,MetalSd,1.5Fin,1Fam,TA,IDOTRR,RM,MetalSd,CBlock,Lvl,Norm,Typ,SBrkr,50.0,60.0,10320.0,6.0,7.0,0.0,0.0,0.0,756.0,756.0,756.0,713.0,0.0,1469.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,216.0,57.0,0.0,239.0,0.0,0.0,0.0,0.0,6.0,2008.0,102.0,13.0,102.0
NONE,NONE,TA,TA,No,GLQ,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Abnorml,Reg,Gtl,Gd,Y,CompShg,Y,VinylSd,1Story,1Fam,Gd,NAmes,RL,VinylSd,CBlock,Lvl,Norm,Typ,SBrkr,20.0,68.0,7922.0,5.0,7.0,0.0,731.0,0.0,326.0,1057.0,1057.0,0.0,0.0,1057.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1.0,246.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,57.0,3.0,57.0
NONE,NONE,TA,TA,Mn,Rec,Unf,NONE,Attchd,Fin,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Hip,Norm,TA,Normal,Reg,Gtl,TA,Y,CompShg,N,Wd Sdng,1Story,2fmCon,TA,Gilbert,RL,Wd Sdng,CBlock,Bnk,Norm,Typ,SBrkr,190.0,100.0,34650.0,5.0,5.0,0.0,1056.0,0.0,0.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,2.0,572.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,51.0,51.0,51.0
NONE,NONE,TA,TA,No,Unf,Unf,NONE,Detchd,RFn,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,COD,TA,AllPub,Gable,Norm,TA,Abnorml,Reg,Gtl,Gd,Y,CompShg,Y,MetalSd,1.5Fin,1Fam,TA,IDOTRR,C (all),MetalSd,CBlock,Lvl,Norm,Typ,FuseA,50.0,60.0,7500.0,4.0,4.0,0.0,0.0,0.0,698.0,698.0,698.0,430.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,2.0,528.0,30.0,0.0,164.0,0.0,0.0,0.0,0.0,4.0,2010.0,90.0,60.0,30.0
NONE,NONE,TA,TA,No,Rec,Unf,NONE,CarPort,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,COD,TA,AllPub,Gable,Norm,Gd,Normal,Reg,Mod,TA,Y,CompShg,Y,MetalSd,1.5Fin,1Fam,TA,IDOTRR,C (all),MetalSd,CBlock,Low,Norm,Typ,SBrkr,50.0,60.0,11040.0,4.0,6.0,0.0,637.0,0.0,0.0,637.0,897.0,439.0,0.0,1336.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,1.0,570.0,0.0,47.0,120.0,0.0,0.0,0.0,0.0,9.0,2006.0,86.0,56.0,12.0
NONE,NONE,TA,TA,No,Unf,Unf,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,Reg,Gtl,TA,Y,CompShg,Y,Wd Sdng,2Story,1Fam,Gd,IDOTRR,RM,Wd Sdng,PConc,Lvl,Norm,Typ,SBrkr,70.0,60.0,6882.0,6.0,7.0,0.0,0.0,0.0,684.0,684.0,773.0,582.0,0.0,1355.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,136.0,0.0,115.0,0.0,0.0,0.0,0.0,3.0,2007.0,93.0,1.0,28.0
NONE,BrkFace,Gd,TA,No,GLQ,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,FR3,WD,Gd,AllPub,Hip,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,MetalSd,2Story,TwnhsE,Gd,Somerst,FV,MetalSd,PConc,Lvl,Norm,Typ,SBrkr,160.0,35.0,3735.0,7.0,5.0,218.0,450.0,0.0,241.0,691.0,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2.0,506.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,2006.0,7.0,7.0,7.0
NONE,BrkFace,Gd,TA,No,BLQ,Unf,TA,Attchd,Fin,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Hip,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,Plywood,2Story,1Fam,TA,ClearCr,RL,Plywood,CBlock,Lvl,Norm,Typ,SBrkr,60.0,83.0,10005.0,7.0,5.0,299.0,392.0,0.0,768.0,1160.0,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2.0,505.0,288.0,117.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,31.0,31.0,31.0
NONE,NONE,Gd,TA,Av,Unf,Unf,Gd,Attchd,Unf,Gd,Gd,Gd,GdPrv,NONE,GasA,Pave,CulDSac,WD,Gd,AllPub,Flat,Norm,TA,Alloca,IR1,Gtl,Gd,Y,Tar&Grv,Y,Plywood,SLvl,1Fam,Gd,Edwards,RL,Plywood,CBlock,Lvl,Norm,Typ,SBrkr,80.0,69.0,19690.0,6.0,7.0,0.0,0.0,0.0,697.0,697.0,1575.0,626.0,0.0,2201.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,2.0,432.0,586.0,236.0,0.0,0.0,0.0,738.0,0.0,8.0,2006.0,40.0,40.0,40.0
Grvl,NONE,Gd,TA,No,LwQ,Unf,TA,Detchd,Unf,Fa,TA,NONE,MnPrv,Shed,GasW,Pave,Corner,WD,Gd,AllPub,Gable,Norm,Ex,Normal,Reg,Gtl,Gd,Y,CompShg,Y,Wd Sdng,1.5Fin,1Fam,TA,OldTown,RM,BrkFace,BrkTil,Lvl,Norm,Mod,SBrkr,50.0,60.0,10440.0,6.0,7.0,0.0,493.0,0.0,1017.0,1510.0,1584.0,1208.0,0.0,2792.0,0.0,0.0,2.0,0.0,5.0,1.0,8.0,2.0,2.0,520.0,0.0,547.0,0.0,0.0,480.0,0.0,1150.0,6.0,2008.0,88.0,58.0,88.0
NONE,NONE,TA,TA,No,Rec,Unf,NONE,Attchd,RFn,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Fa,Normal,Reg,Gtl,TA,Y,CompShg,Y,Wd Sdng,1Story,1Fam,TA,NAmes,RL,Wd Sdng,CBlock,Lvl,Norm,Typ,SBrkr,20.0,70.0,8176.0,5.0,6.0,0.0,846.0,0.0,210.0,1056.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,49.0,15.0,49.0
NONE,NONE,Gd,TA,No,BLQ,Unf,Fa,Attchd,Unf,TA,TA,NONE,MnPrv,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Gd,Normal,Reg,Gtl,TA,Y,CompShg,Y,HdBoard,1Story,1Fam,Gd,NWAmes,RL,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,20.0,80.0,10000.0,5.0,6.0,0.0,1084.0,0.0,92.0,1176.0,1178.0,0.0,0.0,1178.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,439.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,35.0,8.0,35.0
NONE,NONE,TA,TA,No,Rec,Unf,TA,Attchd,Fin,TA,TA,NONE,MnWw,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,IR1,Gtl,TA,Y,CompShg,Y,Wd Sdng,1Story,1Fam,TA,NAmes,RL,Wd Sdng,CBlock,Lvl,Norm,Typ,FuseA,20.0,69.0,14850.0,5.0,5.0,0.0,895.0,0.0,197.0,1092.0,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1.0,299.0,268.0,0.0,0.0,0.0,122.0,0.0,0.0,5.0,2006.0,49.0,49.0,49.0
NONE,NONE,TA,TA,No,BLQ,LwQ,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,IR1,Gtl,TA,Y,CompShg,Y,MetalSd,1Story,1Fam,TA,NAmes,RL,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,20.0,61.0,9758.0,5.0,5.0,0.0,412.0,287.0,251.0,950.0,950.0,0.0,0.0,950.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,36.0,36.0,26.0
NONE,NONE,Fa,TA,No,Unf,Unf,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GasA,Pave,Corner,WD,TA,AllPub,Gable,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,Wd Sdng,1Story,1Fam,TA,Edwards,RL,Wd Sdng,PConc,Lvl,Feedr,Typ,SBrkr,30.0,56.0,4060.0,5.0,8.0,0.0,0.0,0.0,864.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,87.0,59.0,28.0
NONE,Stone,Gd,TA,No,Unf,Unf,Gd,BuiltIn,Fin,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,Gd,AllPub,Gable,Norm,Ex,Normal,Reg,Gtl,TA,Y,CompShg,Y,VinylSd,2Story,1Fam,Gd,Edwards,RL,VinylSd,PConc,Lvl,Norm,Typ,SBrkr,60.0,60.0,6931.0,7.0,5.0,92.0,0.0,0.0,746.0,746.0,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2.0,397.0,178.0,128.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,5.0,4.0,5.0
NONE,BrkFace,TA,TA,No,Unf,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,Reg,Gtl,TA,Y,CompShg,Y,HdBoard,2Story,TwnhsE,TA,BrDale,RM,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,160.0,24.0,2016.0,5.0,5.0,304.0,0.0,0.0,630.0,630.0,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,37.0,37.0,37.0
NONE,BrkFace,Gd,TA,Av,GLQ,Unf,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GasA,Grvl,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,Reg,Gtl,Gd,Y,CompShg,Y,HdBoard,SFoyer,Duplex,TA,Edwards,RL,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,90.0,81.0,11841.0,6.0,5.0,104.0,816.0,0.0,0.0,816.0,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,17.0,17.0,28.0
NONE,NONE,TA,TA,No,ALQ,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,IR1,Gtl,TA,Y,CompShg,Y,HdBoard,1Story,1Fam,TA,NAmes,RL,HdBoard,CBlock,Lvl,Norm,Typ,SBrkr,20.0,69.0,7340.0,4.0,6.0,0.0,322.0,0.0,536.0,858.0,858.0,0.0,0.0,858.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,36.0,36.0,28.0
NONE,BrkFace,TA,TA,No,LwQ,Unf,NONE,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,TA,Normal,Reg,Gtl,TA,Y,CompShg,Y,MetalSd,2Story,Duplex,TA,NAmes,RL,MetalSd,CBlock,Lvl,Artery,Typ,SBrkr,90.0,91.0,11643.0,5.0,5.0,368.0,500.0,0.0,748.0,1248.0,1338.0,1296.0,0.0,2634.0,1.0,1.0,2.0,2.0,6.0,2.0,12.0,0.0,4.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,40.0,40.0,40.0
NONE,NONE,Gd,TA,Gd,LwQ,GLQ,TA,Attchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,CulDSac,WD,TA,AllPub,Flat,Norm,Ex,Normal,IR1,Sev,TA,Y,Membran,Y,Plywood,1Story,1Fam,TA,ClearCr,RL,Plywood,CBlock,Low,Norm,Mod,SBrkr,20.0,73.0,39104.0,7.0,7.0,0.0,226.0,1063.0,96.0,1385.0,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,2.0,2.0,439.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,54.0,3.0,54.0
NONE,NONE,Ex,TA,Mn,BLQ,GLQ,TA,Attchd,RFn,TA,TA,NONE,GdPrv,NONE,GasA,Pave,Corner,WD,Gd,AllPub,Gable,Norm,Ex,Normal,IR1,Gtl,TA,Y,CompShg,Y,HdBoard,2Story,1Fam,Gd,SawyerW,RL,HdBoard,PConc,Lvl,Norm,Typ,SBrkr,60.0,103.0,13125.0,7.0,5.0,0.0,48.0,634.0,422.0,1104.0,912.0,1215.0,0.0,2127.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,3.0,833.0,72.0,192.0,224.0,0.0,0.0,0.0,0.0,11.0,2007.0,16.0,16.0,16.0
NONE,NONE,TA,TA,No,ALQ,Unf,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,GasA,Pave,Inside,WD,TA,AllPub,Gable,Norm,Gd,Normal,Reg,Gtl,TA,Y,CompShg,Y,MetalSd,1.5Unf,1Fam,Gd,BrkSide,RM,MetalSd,BrkTil,Lvl,Norm,Typ,SBrkr,45.0,50.0,6130.0,5.0,6.0,0.0,784.0,0.0,0.0,784.0,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,5.0,2008.0,84.0,58.0,28.0
NONE,NONE,Gd,Gd,No,Rec,Unf,TA,Detchd,Unf,TA,TA,NONE,NONE,NONE,GasA,Pave,Inside,WD,Gd,AllPub,Hip,Norm,TA,Normal,Reg,Mod,TA,Y,CompShg,Y,BrkFace,2Story,1Fam,Gd,Crawfor,RL,BrkFace,CBlock,Bnk,Norm,Maj1,SBrkr,70.0,70.0,10570.0,8.0,8.0,0.0,297.0,0.0,556.0,853.0,1549.0,1178.0,0.0,2727.0,0.0,0.0,2.0,1.0,3.0,1.0,10.0,2.0,2.0,440.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,75.0,13.0,75.0
